recordeddate,treatment,criterion,demo_sets_attempted,demo_sets_completed,demo_mistakes,sets_attempted,sets_completed,mistakes,gender,race,race_other,age,income,edu,econ,occupation,occupation_other,mouse,targets_achieve_attempt,sets_completed_goal,mistakes_goal,targets_ignore_reason,targets_ignore_reason_other,targets_explanation_help,fix_5,fix_7.5,fix_10,fix_12.5,fix_15,fix_17.5,fix_20,random_5,random_7.5,random_10,random_12.5,random_15,random_17.5,random_20,common_instructions_time,treatment1_instructions_time,treatment2_instructions_time,treatment3_instructions_time,treatment4_instructions_time,sample,race_other_grouped,occupation_other_grouped,completion_prop,completion_rate,mistake_rate,recorded_mistake_rate
2025-04-24T15:29:17Z,4,lenient,3,1,2,21,21,1,Male,Asian,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,10,2,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.382,NA,NA,NA,16.553,micro,NA,NA,1,4.2,4.761904761904762,1.1904761904761905
2025-04-24T15:29:31Z,4,strict,4,4,0,18,17,1,Female,Black,NA,19,"25,000 - 49,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,20,1,NA,NA,NA,10,10,50,10,10,10,50,10,10,10,30,40,15,50,17.547,NA,NA,NA,25.507,micro,NA,NA,0.9444444444444444,3.4,5.555555555555555,5.555555555555555
2025-04-24T15:29:41Z,4,lenient,5,5,1,28,28,1,Male,White,NA,19,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,0,NA,NA,NA,250,375,500,625,750,875,1000,300,400,500,600,700,800,1000,34.684,NA,NA,NA,43.421,micro,NA,NA,1,5.6,3.571428571428571,0.8928571428571428
2025-04-24T15:29:59Z,1,strict,5,5,2,24,24,0,Female,Asian,NA,19,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,NA,NA,NA,NA,NA,NA,0,0,5,8,80,100,150,10,10,30,15,32,50,17,40.373,5.415,NA,NA,NA,micro,NA,NA,1,4.8,0,0
2025-04-24T15:30:02Z,2,strict,5,5,1,25,25,3,Female,Asian,NA,19,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,30,5,NA,NA,Yes,1,8,5,10,10,20,10,5,5,10,10,10,10,30,20.082,NA,10.586,NA,NA,micro,NA,NA,1,5,12,12
2025-04-24T15:30:05Z,1,strict,4,4,0,22,21,14,Female,Hispanic,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,15,3,NA,NA,NA,500,400,600,700,800,900,1000,100,300,400,200,500,600,700,29.296,14.245,NA,NA,NA,micro,NA,NA,0.9545454545454546,4.2,63.63636363636363,63.63636363636363
2025-04-24T15:30:16Z,3,strict,5,5,0,25,25,0,Female,Black,NA,20,"50,000 - 74,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,NA,0,NA,NA,No,300,500,600,800,1000,900,1000,200,600,700,1000,1000,1000,1000,21.12,NA,NA,76.384,NA,micro,NA,NA,1,5,0,0
2025-04-24T15:30:25Z,2,lenient,5,5,1,26,26,2,Male,Mixed,Mixed White and African American,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,0,NA,NA,Yes,50,750,750,1000,1000,1000,1000,100,500,500,750,1000,750,1000,21.933,NA,28.74,NA,NA,micro,Mixed,NA,1,5.2,7.6923076923076925,1.9230769230769231
2025-04-24T15:30:35Z,1,strict,4,4,0,24,24,0,Male,White,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,500,750,1000,1000,1000,1000,1000,12.994,5.219,NA,NA,NA,micro,NA,NA,1,4.8,0,0
2025-04-24T15:31:13Z,3,strict,5,5,0,30,30,0,Male,Asian,NA,19,NA,College degree or above,Yes,Student,NA,No,Yes for both targets.,40,0,NA,NA,No,0,0,0,0,0,1000,1000,0,0,0,0,0,1000,0,11.822,NA,NA,19.301,NA,micro,NA,NA,1,6,0,0
2025-04-24T15:31:28Z,2,strict,5,5,1,29,29,1,Male,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,35,0.5,Other,NA,Yes,40,50,60,65,65,70,75,20,60,40,50,50,60,70,15.205,NA,12.752,NA,NA,micro,NA,NA,1,5.8,3.4482758620689653,3.4482758620689653
2025-04-24T15:31:31Z,2,lenient,4,4,0,20,20,0,Female,White,NA,19,"0 - 24,999",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,30,0,Did not care about target(s),NA,No,0,200,600,700,900,1000,1000,0,200,400,500,600,700,1000,14.115,NA,34.451,NA,NA,micro,NA,NA,1,4,0,0
2025-04-24T15:31:56Z,3,strict,4,4,1,24,24,4,Female,Asian,NA,19,"50,000 - 74,999",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,45,5,Did not care about target(s),NA,No,300,500,700,800,900,950,1000,100,250,400,500,600,900,1000,29.21,NA,NA,27.312,NA,micro,NA,NA,1,4.8,16.666666666666664,16.666666666666664
2025-04-24T15:31:59Z,1,strict,4,4,0,18,18,0,Female,White,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,15,0,NA,NA,NA,2,15,20,50,55,55,60,0,15,30,30,50,50,60,16.269,2.28,NA,NA,NA,micro,NA,NA,1,3.6,0,0
2025-04-24T15:32:08Z,4,lenient,5,5,0,20,19,14,Female,Asian,NA,20,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,NA,26,203,9,1,7,8,30,6,4,8,7,5,3,1,4.568,NA,NA,NA,8.47,micro,NA,NA,0.95,3.8,70,17.5
2025-04-24T15:32:11Z,3,strict,6,5,1,30,30,2,Female,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,40,1,Too difficult to achieve target(s),NA,Yes,30,200,300,400,300,500,1000,10,300,300,300,300,400,500,82.519,NA,NA,39.75,NA,micro,NA,NA,1,6,6.666666666666667,6.666666666666667
2025-04-24T15:33:53Z,3,lenient,4,4,0,23,23,0,Female,White,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,40,0,NA,NA,Yes,20,20,20,30,30,40,40,30,30,30,40,49,40,40,10.599,NA,NA,8.673,NA,micro,NA,NA,1,4.6,0,0
2025-04-24T15:34:46Z,4,lenient,4,4,0,20,20,0,Male,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,NA,50,50,75,200,500,600,100,0,0,300,200,800,500,1000,23.272,NA,NA,NA,13.029,micro,NA,NA,1,4,0,0
2025-04-24T15:35:13Z,1,strict,4,4,0,17,17,0,Male,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,15,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,3.07,1.931,NA,NA,NA,micro,NA,NA,1,3.4,0,0
2025-04-24T15:35:43Z,1,strict,5,5,0,30,30,1,Female,Asian,NA,19,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,20,14,10,8,67,58,50,NA,NA,NA,NA,NA,NA,NA,23.212,19.361,NA,NA,NA,micro,NA,NA,1,6,3.3333333333333335,3.3333333333333335
2025-04-24T15:35:48Z,2,strict,3,3,0,17,17,0,Female,Asian,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for speed target,NA,0,Did not care about target(s),NA,Yes,100,100,800,900,900,800,900,900,900,999,900,999,1000,999,3.848,NA,10.31,NA,NA,micro,NA,NA,1,3.4,0,0
2025-04-24T15:36:02Z,2,lenient,6,6,0,29,29,1,Male,White,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,NA,4,Too difficult to achieve target(s),NA,Yes,50,50,60,70,80,100,100,50,50,70,80,80,120,150,3.948,NA,59.661,NA,NA,micro,NA,NA,1,5.8,3.4482758620689653,0.8620689655172413
2025-04-24T15:36:17Z,1,strict,6,6,1,28,28,1,Male,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,Yes,NA,NA,1,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1.656,3.567,NA,NA,NA,micro,NA,NA,1,5.6,3.571428571428571,3.571428571428571
2025-04-24T15:38:13Z,1,strict,3,3,0,14,14,1,Female,Black,NA,19,"0 - 24,999",College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.179,9.247,NA,NA,NA,micro,NA,NA,1,2.8,7.142857142857142,7.142857142857142
2025-04-24T15:40:42Z,4,lenient,4,4,1,19,18,1,Female,White,NA,19,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,15,1,NA,NA,NA,100,100,100,150,170,200,1000,50,100,100,200,200,250,250,17.352,NA,NA,NA,33.125,micro,NA,NA,0.9473684210526315,3.6,5.263157894736842,1.3157894736842104
2025-04-24T15:40:50Z,3,strict,6,6,0,28,28,0,Male,NA,NA,19,NA,College degree or above,Yes,Student,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.897,NA,NA,29.304,NA,micro,NA,NA,1,5.6,0,0
2025-04-24T15:41:32Z,2,lenient,5,5,0,22,22,0,Female,White,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,40,0,NA,NA,Yes,20,25,40,35,43,45,50,5,10,25,25,15,40,40,12.718,NA,531.852,NA,NA,micro,NA,NA,1,4.4,0,0
2025-04-24T15:43:52Z,4,lenient,5,5,0,25,25,2,Female,NA,NA,NA,NA,College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.04,NA,NA,NA,6.776,micro,NA,NA,1,5,8,2
2025-04-24T15:47:52Z,3,strict,5,5,0,26,26,1,Female,Asian,NA,19,"25,000 - 49,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,0,NA,NA,No,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,111.033,NA,NA,22.121,NA,micro,NA,NA,1,5.2,3.8461538461538463,3.8461538461538463
2025-04-24T15:49:34Z,4,lenient,6,6,0,33,33,1,Male,Asian,NA,24,"50,000 - 74,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,35,2,NA,NA,NA,50,150,250,350,500,750,1000,400,500,500,750,750,1000,1000,27.442,NA,NA,NA,18.941,micro,NA,NA,1,6.6,3.0303030303030303,0.7575757575757576
2025-04-24T15:49:54Z,2,lenient,5,5,0,26,26,5,NA,NA,NA,NA,NA,College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,45,4,Did not care about target(s),NA,Yes,0,0,100,200,500,800,1000,0,100,100,200,900,1000,500,8.991,NA,16.27,NA,NA,micro,NA,NA,1,5.2,19.230769230769234,4.807692307692308
2025-04-24T15:52:34Z,1,strict,6,6,0,32,32,3,Male,White,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,Yes,NA,NA,0,NA,NA,NA,5,8,10,13,15,17,20,5,5,28,20,8,22,35,10.949,4.439,NA,NA,NA,micro,NA,NA,1,6.4,9.375,9.375
2025-04-24T15:53:04Z,3,lenient,6,6,0,35,30,9,Male,White,NA,21,"0 - 24,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,45,18,NA,NA,No,30,30,1000,1000,1000,1000,1000,30,40,1000,1000,1000,1000,1000,56.624,NA,NA,130.705,NA,micro,NA,NA,0.8571428571428571,6,25.71428571428571,6.428571428571428
2025-04-24T15:54:27Z,1,strict,5,4,1,17,17,0,Male,Asian,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,15,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.951,8.48,NA,NA,NA,micro,NA,NA,1,3.4,0,0
2025-04-24T15:54:52Z,4,lenient,5,5,0,27,27,0,Female,Asian,NA,20,"25,000 - 49,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,10,0,NA,NA,NA,10,10,40,10,10,40,50,8,30,10,20,45,40,50,1.711,NA,NA,NA,15.679,micro,NA,NA,1,5.4,0,0
2025-04-24T15:55:38Z,2,lenient,6,6,0,35,35,0,Male,Asian,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,45,0,Too difficult to achieve target(s),NA,No,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,2.643,NA,14.723,NA,NA,micro,NA,NA,1,7,0,0
2025-04-24T15:58:13Z,1,strict,4,4,0,21,21,0,Female,White,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,Yes,NA,20,1,NA,NA,NA,50,75,100,125,150,175,200,50,75,100,125,150,175,200,38.371,6.797,NA,NA,NA,micro,NA,NA,1,4.2,0,0
2025-04-24T15:59:36Z,2,strict,4,4,0,27,27,1,Female,Mixed,Black and Hispanic,22,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,30,30,NA,NA,Yes,10,10,10,20,20,20,30,NA,NA,NA,NA,NA,NA,NA,21.384,NA,20.106,NA,NA,micro,Mixed,NA,1,5.4,3.7037037037037033,3.7037037037037033
2025-04-24T16:00:55Z,4,lenient,6,6,0,31,31,0,Male,Mixed,"Asian, White",20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,0,NA,NA,NA,10,20,50,372,100,400,500,0,100,150,200,300,372,500,7.792,NA,NA,NA,141.667,micro,Mixed,NA,1,6.2,0,0
2025-04-24T16:06:56Z,2,lenient,1,1,0,18,18,0,Female,Asian,NA,20,NA,College degree or above,Yes,Student,NA,No,Yes for both targets.,20,0,NA,NA,Yes,100,200,700,250,500,600,600,1000,1000,10000,1000,1000,1000,1000,7.177,NA,390.715,NA,NA,micro,NA,NA,1,3.6,0,0
2025-04-24T16:07:11Z,1,strict,3,2,3,23,23,2,NA,NA,NA,NA,NA,College degree or above,Yes,Student,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.971,4.785,NA,NA,NA,micro,NA,NA,1,4.6,8.695652173913043,8.695652173913043
2025-04-24T16:08:15Z,1,strict,5,5,0,25,25,1,Female,Asian,NA,19,NA,College degree or above,Yes,Student,NA,No,NA,30,NA,NA,NA,NA,90,90,100,120,130,140,200,30,30,30,40,50,50,50,1.891,6.207,NA,NA,NA,micro,NA,NA,1,5,4,4
2025-04-24T16:08:30Z,4,lenient,4,4,4,34,26,28,Male,White,NA,19,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,No for both targets,45,5,Too difficult to achieve target(s),NA,NA,0,6,7,100,4,100,5,2,4,50,5,7,8,100,12.722,NA,NA,NA,27.599,micro,NA,NA,0.7647058823529411,5.2,82.35294117647058,20.588235294117645
2025-04-24T16:19:48Z,1,strict,6,6,0,34,34,3,Male,White,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.029,6.162,NA,NA,NA,micro,NA,NA,1,6.8,8.823529411764707,8.823529411764707
2025-04-24T16:20:31Z,4,lenient,5,5,0,30,30,0,Female,White,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,30,NA,Too difficult to understand/ recall target(s),NA,NA,0,0,0,30,30,30,30,0,0,0,0,40,40,30,26.451,NA,NA,NA,19.939,micro,NA,NA,1,6,0,0
2025-04-24T16:21:33Z,3,strict,5,5,0,27,27,0,Female,Asian,NA,19,NA,College degree or above,Yes,Student,NA,Yes,Yes for both targets.,45,4,NA,NA,Yes,100,100,100,100,100,100,100,100,100,100,100,100,100,100,41.509,NA,NA,53.558,NA,micro,NA,NA,1,5.4,0,0
2025-04-24T16:22:30Z,2,lenient,8,8,8,28,28,0,Male,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,40,0,NA,NA,Yes,1000,1000,1000,1000,1000,1000,1000,50,300,90,100,300,400,70,7.992,NA,18.081,NA,NA,micro,NA,NA,1,5.6,0,0
2025-04-24T16:24:13Z,2,lenient,5,5,0,32,31,1,Male,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.244,NA,14.836,NA,NA,micro,NA,NA,0.96875,6.2,3.125,0.78125
2025-04-24T16:28:18Z,3,lenient,5,5,0,28,28,1,Female,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,No for both targets,NA,0,Did not care about target(s),NA,No,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,21.144,NA,NA,18.644,NA,micro,NA,NA,1,5.6,3.571428571428571,0.8928571428571428
2025-04-24T16:38:34Z,1,strict,5,5,0,31,31,0,Female,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,Yes,NA,30,0,NA,NA,NA,0,0,0,0,10,10,10,0,0,0,0,30,20,40,12.572,1.464,NA,NA,NA,micro,NA,NA,1,6.2,0,0
2025-04-24T16:39:08Z,4,lenient,5,5,0,23,23,1,Female,Asian,NA,19,"75,000 - 119,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,20,0,NA,NA,NA,200,800,1000,1000,1000,1000,1000,400,400,600,1000,1000,800,1000,7.257,NA,NA,NA,2024.3,micro,NA,NA,1,4.6,4.3478260869565215,1.0869565217391304
2025-04-24T16:42:57Z,4,lenient,8,8,0,33,33,4,Male,Asian,Indian,19,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,45,2,NA,NA,NA,5,50,200,300,700,400,1000,1,70,200,300,300,600,1000,2.141,NA,NA,NA,4.703,micro,Asian,NA,1,6.6,12.121212121212121,3.0303030303030303
2025-04-24T16:46:57Z,3,strict,6,6,0,33,33,0,Male,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,25,1,NA,NA,Yes,0,10,50,50,100,60,100,NA,NA,NA,NA,NA,NA,NA,89.219,NA,NA,23.834,NA,micro,NA,NA,1,6.6,0,0
2025-04-24T16:47:16Z,4,lenient,5,5,0,33,33,0,Male,White,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,NA,NA,Too difficult to achieve target(s),NA,NA,1000,1000,1000,1000,1000,1000,1000,500,400,650,1000,1000,1000,1000,7.937,NA,NA,NA,19.165,micro,NA,NA,1,6.6,0,0
2025-04-24T16:48:04Z,3,lenient,3,3,0,20,20,0,Female,Asian,NA,19,"120,000 - 199,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.742,NA,NA,41.412,NA,micro,NA,NA,1,4,0,0
2025-04-24T16:49:38Z,2,lenient,6,6,0,28,28,0,Female,White,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.722,NA,8.673,NA,NA,micro,NA,NA,1,5.6,0,0
2025-04-24T16:52:15Z,4,lenient,5,5,0,28,28,1,Male,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,45,1,NA,NA,NA,50,65,75,125,150,175,200,20,20,50,40,20,50,50,3.157,NA,NA,NA,20.897,micro,NA,NA,1,5.6,3.571428571428571,0.8928571428571428
2025-04-24T16:52:54Z,4,lenient,4,4,1,23,23,0,Male,White,NA,20,NA,College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.283,NA,NA,NA,45.291,micro,NA,NA,1,4.6,0,0
2025-04-24T17:07:20Z,3,strict,7,7,1,35,35,1,Male,White,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,45,4,Too difficult to achieve target(s),NA,Yes,0,100,200,300,400,500,600,200,300,350,350,400,450,600,3.314,NA,NA,20.476,NA,micro,NA,NA,1,7,2.857142857142857,2.857142857142857
2025-04-24T17:21:10Z,3,strict,5,5,0,27,22,5,Male,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,NA,4,NA,NA,Yes,10,123,100,100,100,100,200,0,10,50,20,50,50,100,24.457,NA,NA,51.63,NA,micro,NA,NA,0.8148148148148148,4.4,18.51851851851852,18.51851851851852
2025-04-24T17:45:23Z,3,strict,4,4,2,21,21,0,Male,Asian,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,45,0,NA,NA,No,0,0,40,40,40,50,50,0,0,40,50,40,10,50,28.5,NA,NA,30.652,NA,micro,NA,NA,1,4.2,0,0
2025-04-24T17:50:55Z,1,strict,4,4,0,19,19,2,Female,Black,NA,20,"75,000 - 119,999",College degree or above,Yes,Student,NA,Yes,NA,NA,0,NA,NA,NA,2,5,5,5,6,6,10,0,0,0,0,3,6,5,10.363,1.9,NA,NA,NA,micro,NA,NA,1,3.8,10.526315789473683,10.526315789473683
2025-04-24T17:59:45Z,1,strict,4,4,2,24,24,0,Female,White,NA,19,NA,College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,100,100,500,500,750,750,1000,100,200,400,750,900,1000,1000,12.927,5.223,NA,NA,NA,micro,NA,NA,1,4.8,0,0
2025-04-24T17:59:59Z,1,strict,5,5,2,26,26,3,Male,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,30,5,NA,NA,NA,30,30,25,10,15,30,25,10,10,10,10,10,10,10,40.606,4.933,NA,NA,NA,micro,NA,NA,1,5.2,11.538461538461538,11.538461538461538
2025-04-24T18:04:22Z,3,strict,6,6,0,34,34,1,Male,White,NA,19,"50,000 - 74,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,45,NA,NA,NA,Yes,100,150,200,250,400,1000,1000,200,250,300,300,350,300,350,46.244,NA,NA,37.118,NA,micro,NA,NA,1,6.8,2.941176470588235,2.941176470588235
2025-04-24T18:07:20Z,2,lenient,4,4,0,20,20,0,Female,Asian,NA,19,"25,000 - 49,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,10,0,NA,NA,NA,5,10,10,10,15,20,25,10,10,10,20,20,25,25,2.228,NA,23.418,NA,NA,micro,NA,NA,1,4,0,0
2025-04-24T18:20:10Z,3,strict,13,0,13,26,26,3,Male,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.465,NA,NA,2.423,NA,micro,NA,NA,1,5.2,11.538461538461538,11.538461538461538
2025-04-24T18:23:34Z,4,lenient,5,5,0,28,27,8,Female,White,NA,20,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,40,7,NA,NA,NA,50,100,1000,500,1000,1000,1000,0,50,100,500,500,1000,1000,2.031,NA,NA,NA,10.926,micro,NA,NA,0.9642857142857143,5.4,28.57142857142857,7.142857142857142
