recordeddate,treatment,criterion,demo_sets_attempted,demo_sets_completed,demo_mistakes,sets_attempted,sets_completed,mistakes,gender,race,race_other,age,income,edu,econ,occupation,occupation_other,mouse,targets_achieve_attempt,sets_completed_goal,mistakes_goal,targets_ignore_reason,targets_ignore_reason_other,targets_explanation_help,fix_5,fix_7.5,fix_10,fix_12.5,fix_15,fix_17.5,fix_20,random_5,random_7.5,random_10,random_12.5,random_15,random_17.5,random_20,common_instructions_time,treatment1_instructions_time,treatment2_instructions_time,treatment3_instructions_time,treatment4_instructions_time,sample,race_other_grouped,occupation_other_grouped,completion_prop,completion_rate,mistake_rate,recorded_mistake_rate
2025-04-24T15:15:12Z,1,strict,6,6,0,19,17,2,Male,White,NA,19,"200,000 and over",High school diploma,No,Student,NA,Yes,NA,NA,NA,NA,NA,NA,10,20,10,30,30,50,50,10,10,10,10,20,20,50,5.274,4.539,NA,NA,NA,lab,NA,NA,0.8947368421052632,3.4,10.526315789473683,10.526315789473683
2025-04-24T15:16:09Z,4,lenient,4,4,0,20,20,0,Female,Hispanic,NA,38,"75,000 - 119,999",College degree or above,No,Academia,NA,No,Yes for both targets.,30,0,NA,NA,NA,30,30,50,50,70,60,80,30,30,30,30,40,50,50,22.493,NA,NA,NA,30.73,lab,NA,NA,1,4,0,0
2025-04-24T15:16:30Z,2,lenient,6,6,0,28,28,4,Male,White,NA,54,"200,000 and over",College degree or above,Yes,Professional services,NA,Yes,Yes for both targets.,NA,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.025,NA,62.458,NA,NA,lab,NA,NA,1,5.6,14.285714285714285,3.571428571428571
2025-04-24T15:16:36Z,1,strict,3,3,0,14,14,6,Female,Mixed,ghanaian American biracial,54,"200,000 and over",College degree or above,No,Other,Writer,Yes,NA,14,0,NA,NA,NA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35.191,10.74,NA,NA,NA,lab,Mixed,Other,1,2.8,42.857142857142854,42.857142857142854
2025-04-24T15:17:04Z,1,strict,4,4,0,20,20,0,Female,White,NA,21,"75,000 - 119,999",College degree or above,No,Student,NA,No,NA,25,0,NA,NA,NA,200,400,500,650,750,850,1000,100,250,500,500,750,1000,1000,11.324,8.281,NA,NA,NA,lab,NA,NA,1,4,0,0
2025-04-24T15:17:49Z,3,lenient,4,4,0,21,21,0,Female,White,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,21,0,Other,n/a,Yes,4,20,20,15,20,50,50,20,20,20,20,20,20,20,20.798,NA,NA,25.584,NA,lab,NA,NA,1,4.2,0,0
2025-04-24T15:17:50Z,4,lenient,4,4,0,23,23,0,Male,White,NA,36,"25,000 - 49,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,NA,NA,NA,NA,NA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,11.163,NA,NA,NA,32.108,lab,NA,NA,1,4.6,0,0
2025-04-24T15:18:30Z,3,strict,4,4,1,21,21,3,Female,White,NA,24,"25,000 - 49,999",College degree or above,No,Student,NA,No,Yes for both targets.,NA,2,NA,NA,Yes,10,10,15,20,20,50,50,0,5,10,10,15,15,20,44.811,NA,NA,39.849,NA,lab,NA,NA,1,4.2,14.285714285714285,14.285714285714285
2025-04-24T15:19:16Z,1,strict,4,4,0,16,16,5,Male,Black,NA,23,"50,000 - 74,999",College degree or above,No,Other,Freelance Digital Creator,No,NA,NA,3,NA,NA,NA,200,200,250,250,400,350,500,200,400,400,570,550,500,1000,17.713,3.417,NA,NA,NA,lab,NA,Other,1,3.2,31.25,31.25
2025-04-24T15:20:29Z,4,strict,4,4,0,19,19,0,Female,White,NA,51,"200,000 and over",College degree or above,No,Professional services,NA,No,Yes for both targets.,100,0,NA,NA,NA,50,50,100,100,100,250,250,0,25,100,50,50,200,100,8.641,NA,NA,NA,22.561,lab,NA,NA,1,3.8,0,0
2025-04-24T15:21:19Z,1,strict,4,1,3,20,19,2,Female,Asian,NA,25,"75,000 - 119,999",College degree or above,No,Unemployed,NA,No,NA,NA,0,NA,NA,NA,0,0,1,1,1,1,2,1,2,4,3,2,5,20,1.149,0.902,NA,NA,NA,lab,NA,NA,0.95,3.8,10,10
2025-04-24T15:21:57Z,4,lenient,4,4,0,20,20,0,Female,Asian,NA,20,"0 - 24,999",College degree or above,No,Academia,NA,No,Yes for both targets.,40,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,13.704,NA,NA,NA,27.485,lab,NA,NA,1,4,0,0
2025-04-24T15:22:21Z,2,lenient,4,4,0,22,21,2,Non-binary,White,NA,21,"0 - 24,999",High school diploma,No,Academia,NA,Yes,Yes for both targets.,22,0,NA,NA,Yes,100,100,100,100,100,100,100,50,100,100,100,100,100,100,12.46,NA,12.681,NA,NA,lab,NA,NA,0.9545454545454546,4.2,9.090909090909092,2.272727272727273
2025-04-24T15:22:23Z,3,strict,5,5,0,24,24,0,Female,Asian,NA,21,"120,000 - 199,999",High school diploma,No,Student,NA,Yes,Yes for both targets.,20,0,NA,NA,Yes,200,250,300,500,400,900,1000,200,250,400,350,300,900,1000,23.349,NA,NA,32.53,NA,lab,NA,NA,1,4.8,0,0
2025-04-24T15:24:01Z,3,strict,4,4,0,27,27,0,Female,Black,NA,30,"75,000 - 119,999",College degree or above,No,Professional services,NA,Yes,Yes for both targets.,25,1,NA,NA,Yes,100,100,100,200,700,700,1000,100,150,100,100,100,300,500,20.198,NA,NA,77.048,NA,lab,NA,NA,1,5.4,0,0
2025-04-24T15:25:37Z,1,strict,4,4,0,23,22,1,Female,White,NA,19,"120,000 - 199,999",High school diploma,No,Student,NA,No,NA,10,0,NA,NA,NA,250,500,500,500,500,1000,1000,50,100,250,400,500,500,750,14.664,6.998,NA,NA,NA,lab,NA,NA,0.9565217391304348,4.4,4.3478260869565215,4.3478260869565215
2025-04-24T15:26:12Z,4,lenient,6,6,0,35,35,1,Female,Asian,NA,25,"50,000 - 74,999",College degree or above,No,Academia,NA,Yes,Yes but only for accuracy target,45,1,Too difficult to achieve target(s),NA,NA,5,10,15,20,25,30,35,20,30,20,25,60,50,55,12.763,NA,NA,NA,86.385,lab,NA,NA,1,7,2.857142857142857,0.7142857142857143
2025-04-24T15:28:12Z,2,lenient,7,5,2,27,26,1,Female,White,NA,21,"200,000 and over",High school diploma,No,Student,NA,No,Yes but only for accuracy target,45,4,Too difficult to achieve target(s),NA,Yes,300,100,500,800,900,1000,1000,50,300,800,500,500,800,600,9.051,NA,40.513,NA,NA,lab,NA,NA,0.9629629629629629,5.2,3.7037037037037033,0.9259259259259258
2025-04-24T15:28:22Z,2,strict,4,4,0,24,24,6,Female,White,NA,19,"75,000 - 119,999",High school diploma,No,Student,NA,No,Yes but only for accuracy target,45,5,Too difficult to achieve target(s),NA,Yes,60,55,50,45,30,28,25,60,50,40,30,30,30,28,42.819,NA,49.503,NA,NA,lab,NA,NA,1,4.8,25,25
2025-04-24T15:32:34Z,3,lenient,4,4,2,22,22,1,Male,White,NA,31,"50,000 - 74,999",College degree or above,No,Academia,Early Education,Yes,Yes for both targets.,NA,NA,NA,NA,Yes,50,50,100,100,200,200,200,50,50,50,100,100,100,200,41.804,NA,NA,66.415,NA,lab,NA,Academia,1,4.4,4.545454545454546,1.1363636363636365
2025-04-24T15:32:47Z,1,strict,5,5,1,25,25,1,Female,Hispanic,NA,29,"75,000 - 119,999",College degree or above,No,Academia,NA,No,NA,25,NA,NA,NA,NA,50,50,50,100,50,200,50,50,75,100,100,100,100,200,32.447,6.332,NA,NA,NA,lab,NA,NA,1,5,4,4
2025-04-24T15:33:20Z,2,lenient,4,4,0,21,21,1,Female,White,NA,51,"75,000 - 119,999",College degree or above,No,Clerical,NA,Yes,Yes for both targets.,30,2,NA,NA,Yes,5,6,7,7,9,10,10,5,6,7,6,8,9,10,14.557,NA,14.598,NA,NA,lab,NA,NA,1,4.2,4.761904761904762,1.1904761904761905
2025-04-24T15:34:02Z,3,strict,2,2,1,18,18,0,Male,Asian,NA,NA,"120,000 - 199,999",College degree or above,Yes,High-tech mfg or eng,NA,Yes,Yes for both targets.,NA,NA,NA,NA,Yes,0,0,0,0,0,0,1000,0,0,0,0,1000,1000,1000,160.755,NA,NA,70.58,NA,lab,NA,NA,1,3.6,0,0
2025-04-24T15:35:20Z,1,strict,5,5,1,21,21,0,Male,Black,NA,30,"0 - 24,999",College degree or above,No,Student,NA,Yes,NA,25,0,NA,NA,NA,1000,500,800,750,1000,850,900,NA,NA,NA,NA,NA,NA,NA,82.048,11.139,NA,NA,NA,lab,NA,NA,1,4.2,0,0
2025-04-24T15:35:28Z,3,lenient,3,3,0,15,15,0,Male,White,NA,57,"50,000 - 74,999",College degree or above,Yes,Professional services,Legal,No,Yes for both targets.,45,4,NA,NA,Yes,10,15,20,25,30,35,40,10,15,20,25,30,35,40,64.467,NA,NA,143.116,NA,lab,NA,Professional services,1,3,0,0
2025-04-24T15:35:37Z,4,strict,5,5,0,29,29,1,Male,Asian,NA,33,"0 - 24,999",NA,No,Academia,NA,Yes,Yes for both targets.,40,0,NA,NA,NA,300,200,700,600,1000,500,400,100,50,300,25,400,200,500,40.224,NA,NA,NA,48.897,lab,NA,NA,1,5.8,3.4482758620689653,3.4482758620689653
2025-04-24T15:35:59Z,4,lenient,4,4,0,23,23,0,Female,White,NA,30,"25,000 - 49,999",High school diploma,No,Professional services,accounting,Yes,Yes for both targets.,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.417,NA,NA,NA,21.548,lab,NA,Professional services,1,4.6,0,0
2025-04-24T15:39:03Z,3,strict,3,3,0,17,17,0,Female,Black,NA,28,NA,College degree or above,Yes,Clerical,NA,Yes,Yes for both targets.,20,0,NA,NA,Yes,200,300,300,300,500,600,1000,500,300,1000,500,1000,700,1000,21.629,NA,NA,30.265,NA,lab,NA,NA,1,3.4,0,0
2025-04-24T15:40:29Z,1,strict,3,3,0,9,9,2,Female,White,NA,26,"0 - 24,999",College degree or above,No,Academia,NA,Yes,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.794,2.287,NA,NA,NA,lab,NA,NA,1,1.8,22.22222222222222,22.22222222222222
2025-04-24T15:41:28Z,4,lenient,4,4,0,24,24,0,Female,NA,prefer not to say,26,"0 - 24,999",College degree or above,No,Professional services,Healthcare,Yes,Yes but only for accuracy target,NA,NA,Other,OCD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.357,NA,NA,NA,21.327,lab,NA,Professional services,1,4.8,0,0
2025-04-24T15:41:38Z,4,strict,4,4,0,20,20,0,Female,Black,NA,30,"50,000 - 74,999",College degree or above,No,Professional services,Medicine,No,Yes for both targets.,15,0,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,23.067,NA,NA,NA,43.307,lab,NA,Professional services,1,4,0,0
2025-04-24T15:42:56Z,1,strict,4,4,0,18,18,0,Female,White,NA,31,"75,000 - 119,999",College degree or above,No,NA,Independent Contractor,No,NA,20,0,NA,NA,NA,5,5,10,6,15,15,20,5,5,10,3,20,10,20,78.376,15.445,NA,NA,NA,lab,NA,NA,1,3.6,0,0
2025-04-24T15:43:34Z,3,strict,6,6,0,31,31,1,Female,White,NA,25,"50,000 - 74,999",College degree or above,No,NA,NA,Yes,Yes for both targets.,NA,0,NA,NA,Yes,50,75,100,125,150,175,200,50,50,50,100,100,100,100,25.716,NA,NA,27.716,NA,lab,NA,NA,1,6.2,3.225806451612903,3.225806451612903
2025-04-24T15:45:39Z,1,strict,3,3,0,20,20,0,Male,Asian,NA,25,"0 - 24,999",College degree or above,Yes,Academia,NA,Yes,NA,25,0,NA,NA,NA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,7.342,2.869,NA,NA,NA,lab,NA,NA,1,4,0,0
2025-04-24T15:45:53Z,1,strict,6,6,0,37,37,6,Male,Asian,NA,30,"75,000 - 119,999",College degree or above,Yes,High-tech mfg or eng,NA,Yes,NA,20,5,NA,NA,NA,200,300,500,600,700,800,1000,200,400,300,500,700,800,1000,13.031,2.283,NA,NA,NA,lab,NA,NA,1,7.4,16.216216216216218,16.216216216216218
2025-04-24T15:45:55Z,2,lenient,4,4,0,22,22,0,Female,Asian,NA,18,NA,High school diploma,No,Student,NA,No,Yes but only for accuracy target,30,0,Too difficult to achieve target(s),NA,Yes,5,5,5,45,45,45,62.5,5,5,10,10,35,45,75,22.1,NA,7.663,NA,NA,lab,NA,NA,1,4.4,0,0
2025-04-24T15:47:43Z,3,strict,4,4,0,28,28,1,Female,White,NA,26,"25,000 - 49,999",College degree or above,No,Student,NA,Yes,Yes but only for accuracy target,45,4,NA,NA,Yes,10,10,30,10,20,20,30,5,5,10,10,10,10,30,14.056,NA,NA,48.613,NA,lab,NA,NA,1,5.6,3.571428571428571,3.571428571428571
2025-04-24T15:48:16Z,2,lenient,3,2,1,14,14,0,Male,Asian,NA,NA,"75,000 - 119,999",College degree or above,No,Managerial,NA,No,Yes for both targets.,NA,NA,NA,NA,Yes,20,20,20,20,20,20,20,20,10,1,20,10,20,50,27.236,NA,3.923,NA,NA,lab,NA,NA,1,2.8,0,0
2025-04-24T15:49:00Z,3,strict,5,5,0,31,31,0,Female,Asian,NA,23,"120,000 - 199,999",College degree or above,Yes,High-tech mfg or eng,NA,No,Yes for both targets.,20,0,NA,NA,Yes,10,15,20,30,35,40,50,10,20,30,40,50,80,100,7.01,NA,NA,10.52,NA,lab,NA,NA,1,6.2,0,0
2025-04-24T15:50:17Z,2,lenient,5,5,0,31,31,1,Male,Hispanic,NA,NA,"120,000 - 199,999",College degree or above,No,Student,NA,Yes,Yes but only for accuracy target,45,0,Did not care about target(s),NA,Yes,200,500,600,700,900,1000,1000,300,600,650,500,700,800,1000,25.8,NA,48.27,NA,NA,lab,NA,NA,1,6.2,3.225806451612903,0.8064516129032258
2025-04-24T15:50:28Z,2,strict,6,6,0,27,27,0,Female,Mixed,"Biracial, Black/White",26,"120,000 - 199,999",College degree or above,No,Student,NA,No,Yes for both targets.,45,0,NA,NA,Yes,20,10,20,30,20,50,100,10,15,15,20,25,20,40,12.758,NA,14.872,NA,NA,lab,Mixed,NA,1,5.4,0,0
2025-04-24T15:51:46Z,1,strict,4,2,3,15,13,3,Male,Black,NA,39,"0 - 24,999",College degree or above,No,Student,NA,No,NA,15,2,NA,NA,NA,4,69,4,10,6,50,4,100,600,80,3000,60,90,50,3.19,11.259,NA,NA,NA,lab,NA,NA,0.8666666666666667,2.6,20,20
2025-04-24T15:53:14Z,1,strict,4,4,1,17,17,1,Female,White,NA,31,"25,000 - 49,999",College degree or above,No,Professional services,NA,No,NA,NA,NA,NA,NA,NA,0,15,15,10,20,15,50,0,5,10,5,10,10,15,24.443,7.897,NA,NA,NA,lab,NA,NA,1,3.4,5.88235294117647,5.88235294117647
2025-04-24T15:53:43Z,1,strict,4,4,0,26,26,0,Female,Hispanic,NA,19,"50,000 - 74,999",High school diploma,Yes,Student,NA,No,NA,40,0,NA,NA,NA,100,200,100,400,500,500,900,100,400,400,500,800,900,1000,37.369,25.642,NA,NA,NA,lab,NA,NA,1,5.2,0,0
2025-04-24T15:53:50Z,4,lenient,3,3,0,13,13,0,Male,Asian,NA,33,"75,000 - 119,999",College degree or above,No,High-tech mfg or eng,NA,Yes,Yes for both targets.,25,10,NA,NA,NA,30,56,NA,60,100,150,200,50,30,40,67,80,100,60,144.995,NA,NA,NA,41.852,lab,NA,NA,1,2.6,0,0
2025-04-24T15:54:38Z,1,strict,3,3,0,18,18,0,Female,Black,NA,29,"50,000 - 74,999",College degree or above,No,Professional services,NA,Yes,NA,25,NA,NA,NA,NA,400,800,300,100,600,500,700,400,400,500,800,300,700,100,9.41,4.207,NA,NA,NA,lab,NA,NA,1,3.6,0,0
2025-04-24T15:55:50Z,2,lenient,3,3,0,19,19,0,Male,Asian,NA,25,"50,000 - 74,999",College degree or above,Yes,Professional services,NA,Yes,Yes for both targets.,20,0,NA,NA,Yes,800,300,300,700,800,700,1000,20,10,10,30,50,100,50,60.306,NA,63.029,NA,NA,lab,NA,NA,1,3.8,0,0
2025-04-24T15:56:02Z,3,strict,3,3,1,18,18,1,Male,White,NA,51,"75,000 - 119,999",College degree or above,Yes,Professional services,NA,Yes,Yes for both targets.,50,0,NA,NA,Yes,50,90,250,200,330,420,480,300,290,250,410,280,450,320,34.8,NA,NA,51.506,NA,lab,NA,NA,1,3.6,5.555555555555555,5.555555555555555
2025-04-24T15:57:14Z,3,strict,4,4,1,22,21,5,Female,Asian,NA,NA,NA,College degree or above,No,NA,NA,No,Yes for both targets.,30,0,NA,NA,Yes,1,3,4,10,10,10,10,10,10,10,10,10,10,10,15.286,NA,NA,13.898,NA,lab,NA,NA,0.9545454545454546,4.2,22.727272727272727,22.727272727272727
2025-04-24T15:57:47Z,2,lenient,4,4,0,12,12,0,Female,Asian,NA,NA,NA,NA,NA,NA,NA,Yes,Yes for both targets.,10,2,NA,NA,Yes,20,800,500,850,900,950,1000,100,300,600,700,850,950,900,3.226,NA,2.444,NA,NA,lab,NA,NA,1,2.4,0,0
2025-04-24T15:57:50Z,4,lenient,5,5,0,30,25,11,Female,White,NA,26,"75,000 - 119,999",College degree or above,No,Professional services,auction,No,Yes for both targets.,45,10,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,10,100,50,125,150,200,50,4.149,NA,NA,NA,61.62,lab,NA,Professional services,0.8333333333333334,5,36.666666666666664,9.166666666666666
2025-04-24T15:58:25Z,3,strict,4,4,0,18,17,1,Female,Black,NA,24,"0 - 24,999",High school diploma,No,Student,NA,No,Yes for both targets.,22.5,1,NA,NA,Yes,50,100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,22.845,NA,NA,28.681,NA,lab,NA,NA,0.9444444444444444,3.4,5.555555555555555,5.555555555555555
2025-04-24T15:59:09Z,3,strict,3,3,0,16,16,0,Male,Black,NA,28,"25,000 - 49,999",College degree or above,No,Clerical,Clerk,Yes,Yes for both targets.,NA,0,NA,NA,Yes,30,75,70,50,60,65,40,80,50,40,90,100,60,70,826.691,NA,NA,52.185,NA,lab,NA,Clerical,1,3.2,0,0
2025-04-24T16:00:36Z,3,strict,4,4,1,18,18,2,Female,Asian,NA,25,NA,College degree or above,No,NA,NA,No,Yes for both targets.,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.489,NA,NA,58.378,NA,lab,NA,NA,1,3.6,11.11111111111111,11.11111111111111
2025-04-24T16:01:15Z,2,lenient,4,4,0,22,22,0,Female,White,NA,46,"25,000 - 49,999",College degree or above,No,Academia,NA,No,Yes but only for accuracy target,NA,NA,NA,"If you wanted me to aim for tolerating some sloppiness, the ""lenient"" criterion would have had to be about ""how close is good enough,"" not whether mistakes get counted. I wouldn't expect to get any of them right if I didn't try to get them right, with this.",No,0,0,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,73.512,NA,124.488,NA,NA,lab,NA,NA,1,4.4,0,0
2025-04-24T16:01:21Z,1,strict,5,5,1,25,25,0,Female,White,NA,50,"200,000 and over",College degree or above,Yes,Professional services,NA,Yes,NA,25,0,NA,NA,NA,24,24,23,23,23,23,23,25,25,25,25,25,25,25,289.267,1.826,NA,NA,NA,lab,NA,NA,1,5,0,0
2025-04-24T16:03:39Z,2,lenient,5,5,0,35,22,18,Male,White,NA,29,"50,000 - 74,999",College degree or above,Yes,Other,NA,Yes,Yes for both targets.,45,18,NA,NA,Yes,25,25,25,100,100,100,200,25,25,25,25,25,50,100,38.316,NA,78.458,NA,NA,lab,NA,NA,0.6285714285714286,4.4,51.42857142857142,12.857142857142856
2025-04-24T16:22:02Z,1,strict,5,5,0,20,20,0,Female,Hispanic,NA,23,NA,College degree or above,No,Clerical,NA,Yes,NA,NA,0,NA,NA,NA,30,30,30,30,30,30,30,30,30,30,30,30,30,30,63.505,39.895,NA,NA,NA,lab,NA,NA,1,4,0,0
2025-04-24T16:31:50Z,1,strict,2,2,0,16,16,0,Female,Asian,NA,NA,NA,High school diploma,Yes,Student,NA,Yes,NA,20,0,NA,NA,NA,0,40,100,100,100,100,100,0,0,50,50,50,100,100,67.33,12.652,NA,NA,NA,lab,NA,NA,1,3.2,0,0
2025-04-24T16:47:08Z,2,strict,6,6,0,31,31,0,Female,Asian,NA,35,"0 - 24,999",High school diploma,No,Clerical,NA,Yes,Yes but only for accuracy target,NA,0,Other,I inherently value accuracy over total completed within a time frame,No,0,0,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,24.008,NA,45.119,NA,NA,lab,NA,NA,1,6.2,0,0
2025-04-24T16:53:37Z,3,strict,6,6,0,33,33,1,Female,White,NA,38,"50,000 - 74,999",College degree or above,Yes,Managerial,NA,Yes,Yes for both targets.,45,3,NA,NA,Yes,4,5,6,7,10,13,15,4,5,6,7,9,12,15,157.909,NA,NA,93.078,NA,lab,NA,NA,1,6.6,3.0303030303030303,3.0303030303030303
2025-04-24T16:54:26Z,2,lenient,1,0,1,22,22,1,Female,Asian,NA,37,"75,000 - 119,999",College degree or above,No,Professional services,NA,Yes,Yes but only for accuracy target,3,0,Too difficult to understand/ recall target(s),NA,No,10,10,10,10,10,10,40,20,20,20,20,20,20,50,17.485,NA,64.847,NA,NA,lab,NA,NA,1,4.4,4.545454545454546,1.1363636363636365
2025-04-24T17:07:18Z,2,strict,5,5,0,31,31,4,Female,White,NA,27,"120,000 - 199,999",College degree or above,No,Student,NA,Yes,Yes but only for accuracy target,45,4,Too difficult to achieve target(s),NA,Yes,0,0,1000,1000,1000,1000,1000,0,0,250,500,1000,1000,1000,13.133,NA,88.652,NA,NA,lab,NA,NA,1,6.2,12.903225806451612,12.903225806451612
2025-04-24T17:20:57Z,4,lenient,5,5,0,28,28,0,Non-binary,Black,NA,23,"0 - 24,999",High school diploma,No,Academia,NA,Yes,Yes but only for accuracy target,NA,0,NA,NA,NA,200,250,300,350,400,450,500,100,100,100,100,100,100,100,25.315,NA,NA,NA,37.816,lab,NA,NA,1,5.6,0,0
2025-04-24T17:26:31Z,4,lenient,7,7,7,37,35,37,Female,White,NA,19,"200,000 and over",College degree or above,No,Managerial,NA,No,Yes for both targets.,40,6,NA,NA,NA,40,50,20,70,60,1000,50,20,40,30,60,1000,1000,1000,16.07,NA,NA,NA,8.308,lab,NA,NA,0.9459459459459459,7,100,25
2025-04-24T17:38:34Z,4,lenient,3,3,0,21,21,1,Male,White,NA,37,"120,000 - 199,999",College degree or above,No,Professional services,NA,No,Yes but only for accuracy target,NA,NA,Other,Was more invested in accuracy than time,NA,50,50,50,50,50,50,50,40,50,50,50,50,60,60,155.173,NA,NA,NA,22.268,lab,NA,NA,1,4.2,4.761904761904762,1.1904761904761905
2025-04-24T17:55:51Z,4,strict,3,3,0,19,19,0,Female,Black,NA,25,"120,000 - 199,999",College degree or above,No,High-tech mfg or eng,NA,No,Yes for both targets.,100,0,NA,NA,NA,10,10,10,10,10,10,15,10,10,10,10,10,10,12,51.4,NA,NA,NA,27.268,lab,NA,NA,1,3.8,0,0
2025-04-24T19:08:53Z,4,strict,4,4,0,22,22,4,Female,White,NA,22,"50,000 - 74,999",High school diploma,No,Student,NA,Yes,Yes but only for accuracy target,30,10,Too difficult to achieve target(s),NA,NA,50,100,100,100,100,100,100,20,50,100,100,100,100,100,15.552,NA,NA,NA,190.112,lab,NA,NA,1,4.4,18.181818181818183,18.181818181818183
