RecordedDate,Finished,treatment,criterion,demo_sets_attempted,demo_sets_completed,demo_mistakes,sets_attempted,sets_completed,mistakes,Q5.1,Q5.2,Q5.2_7_TEXT,Q5.3,Q5.4,Q5.7,Q5.8,Q5.9,Q5.10,Q5.11,Q5.11_4_TEXT,Q5.12,Q6.1_1,Q6.1_3,Q6.1_4,Q6.1_5,Q6.1_6,Q6.1_2,Q6.1_7,Q7.1_1,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_2,Q7.1_9,Q2.1_Page Submit,Q262_Page Submit,Q21.1_Page Submit,Q22.1_Page Submit,Q23.1_Page Submit
2025-04-25 15:48:52,True,4,lenient,5,5,0,31,31,3,Female,Asian,,2006,"120,000 - 199,999",Yes,Yes but only for accuracy target,30,5,Did not care about target(s),,,1000,1000,1000,1000,1000,1000,1000,200,500,700,1000,1000,1000,500,7.058,,,,20.786
2025-04-25 16:01:34,True,3,lenient,5,5,0,29,29,2,Female,Black,,2005,"200,000 and over",No,Yes for both targets.,all,none,,,Yes,0,0,0,0,0,0,2,"0, 0","0, 0","0, 0","0, 1","0, 3","0, 3","0, 3",59.743,,,52.648,
2025-04-25 16:01:49,True,3,strict,7,7,7,20,20,3,Female,Other,Mixed,2006,"200,000 and over",No,Yes but only for accuracy target,15,3,Other,Forgot set completion target,No,100,100,100,100,100,100,100,100,100,100,100,100,100,100,61.449,,,389.981,
2025-04-25 16:09:35,True,1,strict,5,5,0,21,21,1,Female,Asian,,,,No,,,,,,,,,,,,,100,,,,,,,,5.94,0.842,,,
2025-04-25 16:12:35,True,2,lenient,5,5,1,27,27,2,Female,Asian,,,,,,,,,,,,,,,,,,,,,,,,,131.116,,164.105,,
2025-04-25 16:13:13,True,2,lenient,4,4,0,18,18,1,Female,Hispanic,,2003,"75,000 - 119,999",No,Yes for both targets.,20,2,,,Yes,50,80,90,100,160,170,200,10,12,15,17,18,25,500,55.071,,117.347,,
2025-04-25 16:22:56,True,4,lenient,4,4,1,24,24,0,Female,Hispanic,,2006,"120,000 - 199,999",Yes,Yes for both targets.,45,0,,,,100,100,0,150,100,300,500,100,200,100,300,500,500,500,29.365,,,,42.465
2025-04-25 16:42:42,True,2,strict,5,5,0,30,29,1,Male,White,,2004,"200,000 and over",No,Yes for both targets.,10,11,,,No,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,4.33,,6.251,,
2025-04-25 17:04:57,True,3,strict,5,5,0,24,23,1,Female,Asian,,2006,"200,000 and over",Yes,Yes for both targets.,45,4,,,Yes,10,10,10,10,10,10,10,5,10,5,10,10,15,20,13.322,,,23.721,
2025-04-25 17:35:09,True,1,strict,6,6,0,26,26,1,Female,White,,2005,"75,000 - 119,999",Yes,,,0,,,,0,0,0,500,750,800,1000,0,300,500,500,700,800,1000,14.704,3.797,,,
2025-04-25 17:56:30,True,3,strict,3,3,0,17,17,0,Female,White,,2005,"200,000 and over",No,Yes but only for accuracy target,18,0,Too difficult to achieve target(s),,No,0,100,200,500,150,50,700,0,0,0,10,20,40,50,11.968,,,10.832,
2025-04-25 19:40:29,True,1,strict,4,4,0,24,23,1,Female,White,,2005,"200,000 and over",Yes,,I didnt have an aim,0,,,,0,0,0,0,20,20,20,0,0,0,0,0,10,10,28.672,9.887,,,
2025-04-25 19:47:07,True,3,strict,4,4,1,32,32,1,Male,Asian,,"November 7, 2005","200,000 and over",Yes,Yes for both targets.,I set out for 45,0,,,No,20,7,10,100,100,100,100,20,20,50,60,80,75,150,65.648,,,98.386,
2025-04-25 19:56:51,True,4,lenient,5,5,0,35,35,4,Male,Hispanic,,2005,,No,Yes but only for accuracy target,35-40,2-3,Too difficult to achieve target(s),,,50,50,75,75,75,100,100,100 (I would just wing it and hope i get the right spot),40,40,40,50,50,60,2.238,,,,36.049
2025-04-25 20:30:23,True,4,lenient,5,5,0,33,33,0,Male,White,,2005,"200,000 and over",No,Yes for both targets.,As many as I could,"0 ",,,,,,,,,,,,,,,,,,23.379,,,,20.932
2025-04-25 20:45:57,True,2,lenient,5,5,2,26,26,2,Female,Asian,,2006,"200,000 and over",Yes,Yes for both targets.,as many as possible,3,,,No,0,0,0,0,0,0,0,0,0,0,0,0,5,10,31.365,,20.107,,
2025-04-25 21:26:17,True,4,lenient,4,4,1,16,16,0,Male,Hispanic,,2005,"200,000 and over",No,Yes but only for accuracy target,30,0,Too difficult to achieve target(s),,,20,25,28,30,35,40,50,20,30,35,35,35,40,40,14.538,,,,34.427
2025-04-25 22:43:22,True,1,strict,3,3,0,23,23,0,Female,Asian,,2004,"200,000 and over",No,,as many as i could,0,,,,,,,,,500,,50,,,,150,,200,15.334,3.508,,,
2025-04-26 00:33:32,True,2,strict,6,6,1,27,27,1,Female,Asian,,2006,"200,000 and over",Yes,Yes but only for accuracy target,45,3,Too difficult to achieve target(s),,Yes,0,50,50,100,100,100,100,20,100,100,100,100,100,100,44.801,,43.018,,
2025-04-26 01:00:13,True,4,lenient,6,6,0,26,26,0,Male,White,,2005,"200,000 and over",No,Yes for both targets.,As many as I could,1,,,,,,,,,,,,,,,,,,2.505,,,,13.365
2025-04-26 10:00:23,True,1,strict,5,5,0,28,28,0,Male,White,,2006,"200,000 and over",Yes,,I wasn't really paying attention,0,,,,0,0,50,400,600,800,1000,0,0,50,75,100,200,300,5.693,5.403,,,
2025-04-26 10:10:44,True,1,strict,4,4,0,32,32,0,Male,White,,2004,"120,000 - 199,999",No,,40,0,,,,100,150,200,300,500,600,750,100,250,300,400,425,450,500,38.53,9.029,,,
2025-04-26 12:00:31,True,4,lenient,4,4,0,27,25,2,Female,Asian,,2003,"200,000 and over",Yes,Yes for both targets.,30,5,,,,80,100,120,150,200,300,400,10,50,70,80,100,"300 ",500,22.171,,,,5.836
2025-04-26 12:31:09,True,3,strict,6,6,3,33,32,1,Male,Hispanic,,2006,"200,000 and over",No,Yes for both targets.,45,1,,,Yes,0,0,0,1000,1000,1000,1000,0,0,0,500,500,1000,1000,12.811,,,14.568,
2025-04-26 13:31:24,True,1,strict,6,6,0,30,30,0,Male,White,,2006,"200,000 and over",No,,I have no idea,None,,,,0,0,0,1000,1000,1000,1000,0,100,100,100,1000,1000,1000,20.06,9.223,,,
2025-04-26 13:38:48,True,1,strict,5,5,0,28,28,0,Female,Asian,,2006,,No,,didn't have a goal,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.571,16.275,,,
2025-04-26 14:30:23,True,2,lenient,6,6,0,18,18,0,Female,Asian,,2006,"120,000 - 199,999",Yes,Yes for both targets.,10,0,,,Yes,2,6,8,9,10,11,15,11,13,22,11,22,12,11,3.421,,2.276,,
2025-04-26 14:42:35,True,1,strict,4,4,0,23,23,0,Male,Hispanic,,2002,"120,000 - 199,999",Yes,,All,None,,,,20,30,20,30,50,100,100,20,50,50,100,100,75,200,9.226,2.67,,,
2025-04-26 14:45:33,True,4,lenient,4,4,0,24,24,0,Female,Asian,,2006,"75,000 - 119,999",No,Yes for both targets.,25,0,,,,50,200,100,300,800,900,1000,50,200,200,500,300,300,400,30.567,,,,54.569
2025-04-26 19:51:16,True,1,strict,3,3,0,21,21,0,Male,Black,,2002,"200,000 and over",No,,As many as possible without sacrificing accuracy,Zero—I prioritized accuracy,,,,200,350,500,650,750,850,950,50,200,"400 ",600,750,800,900,10.461,8.101,,,
2025-04-26 21:16:28,True,4,lenient,7,7,7,29,29,2,Male,Asian,,2005,"200,000 and over",No,Yes for both targets.,40,2,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20.087,,,,77.974
2025-04-26 21:39:55,True,1,strict,6,6,0,28,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.129,8.477,,,
2025-04-27 10:25:00,True,4,lenient,6,6,0,36,36,0,Male,White,,2006,"200,000 and over",No,Yes for both targets.,45,0,,,,0,200,500,1000,1000,1000,1000,0,0,0,0,100,100,100,45.778,,,,42.958
2025-04-27 12:17:14,True,3,strict,5,4,1,27,27,4,Male,Hispanic,,01/23/2004,"200,000 and over",Yes,Yes for both targets.,All the sets,4,,,Yes,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40.712,,,39.135,
2025-04-27 13:26:20,True,3,strict,6,6,0,29,29,1,Male,Asian,,2004,"50,000 - 74,999",Yes,Yes for both targets.,20,0,,,No,500,800,600,900,700,750,1000,5,8,10,12,15,17,20,4.91,,,10.203,
2025-04-27 13:53:11,True,4,lenient,5,5,0,17,17,5,Female,Asian,,2005,"200,000 and over",No,Yes but only for accuracy target,I aimed to complete as many as possible,I tried to do my sets without mistakes until I remembered I was supposed to get 45 sets during the 5 minutes and then I began to speed up,Too difficult to achieve target(s),,,0,100,200,500,200,500,300,200,200,200,200,200,200,200,76802.62,,,,61.414
2025-04-27 14:04:29,True,1,strict,7,7,7,29,29,11,,,,,,No,,no goal,no goal,,,,0,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,166214.009,5.429,,,
2025-04-27 14:16:16,True,2,strict,5,5,0,34,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,131.577,,64.227,,
2025-04-27 14:31:47,True,3,strict,5,5,0,31,31,4,Female,Asian,,2005,"200,000 and over",No,No for both targets,,4,Too difficult to achieve target(s),,No,,,,,,,,,,,,,,,14.459,,,69.811,
2025-04-27 15:44:17,True,3,strict,7,7,0,37,37,5,Male,White,,2005,"200,000 and over",Yes,Yes for both targets.,as many as I could,less as the task moved on,,,Yes,500,1000,1000,1000,1000,1000,1000,800,900,1000,1000,1000,1000,1000,137.684,,,108.635,
2025-04-27 16:20:07,True,1,strict,5,5,0,24,24,0,,,,,,Yes,,,0,,,,,,,,,,,,,,,,,,34.896,9.315,,,
2025-04-27 16:26:07,True,1,strict,4,4,1,21,21,0,Female,White,,2006,"200,000 and over",No,,I didnt have a goal,0,,,,5,,10,12.5,15,17.5,20,20,20,20,20,20,20,20,22.394,12.279,,,
2025-04-27 16:28:08,True,2,lenient,3,3,0,21,21,0,Female,Black,,2005,"50,000 - 74,999",Yes,Yes for both targets.,"45 ",0,,,No,1000,1000,1000,1000,1000,1000,1000,500,1000,800,1000,1000,1000,1000,17.861,,43.161,,
2025-04-27 16:32:33,True,4,strict,5,5,0,27,27,0,Female,White,,2005,"200,000 and over",No,Yes for both targets.,I tried to do as many as possible.,I aimed not to make any mistakes.,,,,100,100,100,150,150,200,200,100,100,150,250,250,250,300,10.211,,,,24.992
2025-04-27 17:48:09,True,4,lenient,7,7,1,34,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.793,,,,15.745
2025-04-27 18:11:00,True,2,strict,6,6,0,33,33,0,Female,Asian,,2006,"0 - 24,999",No,Yes for both targets.,40,none,,,No,1,10,5,10,30,20,40,5,10,10,10,10,10,30,11.335,,16.837,,
2025-04-27 19:29:37,True,2,lenient,5,4,1,27,27,0,Male,White,,2006,"200,000 and over",Yes,Yes but only for accuracy target,,,"Too difficult to achieve target(s),Too difficult to understand/ recall target(s)",,Yes,,,,,,,,,,,,,,,28.657,,64.57,,
2025-04-27 21:53:17,True,1,strict,5,4,2,26,21,5,Male,White,,2005,"0 - 24,999",Yes,,30,5,,,,250,250,500,650,750,750,1000,50,100,150,200,600,600,200,5.111,11.076,,,
2025-04-28 08:22:23,True,4,lenient,5,5,1,30,30,1,Male,Asian,,2003,"120,000 - 199,999",Yes,Yes for both targets.,,,,,,,,,,,,,,,,,,,,16.474,,,,49.039
2025-04-28 08:38:59,True,3,strict,4,4,0,28,28,2,Male,Hispanic,,,"200,000 and over",Yes,Yes for both targets.,all,0,,,No,0,0,300,500,700,1000,1000,0,200,300,400,700,700,1000,18.735,,,27.701,
2025-04-28 09:43:51,True,3,strict,5,5,1,33,33,1,Male,Asian,,2005,"200,000 and over",No,Yes for both targets.,40,0,,,No,25,1,5,2,50,10,100,5,25,2,1,10,50,15,29.508,,,16.631,
2025-04-28 10:22:33,True,2,strict,4,4,0,28,27,3,Female,White,,2006,"200,000 and over",No,Yes but only for accuracy target,30,4,Too difficult to achieve target(s),,No,200,300,500,600,500,1000,1000,,,,,,,,10.047,,23.831,,
2025-04-28 10:50:57,True,4,lenient,2,2,0,24,24,0,Female,Other,,,,Yes,Yes for both targets.,,,,,,,,,,,,,,,,,,,,21.339,,,,14.275
2025-04-28 11:12:50,True,1,strict,6,6,4,30,30,15,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,16.882,2.242,,,
2025-04-28 12:33:40,True,4,lenient,6,6,0,29,29,0,Male,White,,2003,"200,000 and over",Yes,Yes but only for accuracy target,,,Did not care about target(s),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.408,,,,19.605
2025-04-28 13:05:08,True,4,lenient,5,5,0,31,31,18,Male,Asian,,2002,"200,000 and over",Yes,Yes for both targets.,45,"I tried to get zero mistakes, but halfway through the task, I panicked and tried to meet the speed target, which led me to meet neither targets.",,,,40,30,30,20,20,20,20,40,40,35,35,30,30,20,39.416,,,,64.415
2025-04-28 13:27:54,True,1,strict,5,5,0,32,32,1,Male,Asian,,2007,"75,000 - 119,999",No,,25+,2 max,,,,200,500,800,850,900,950,1000,200,300,700,750,800,900,1000,8.115,2.596,,,
2025-04-28 13:51:51,True,2,lenient,6,6,0,36,36,0,Male,Hispanic,,2002,"120,000 - 199,999",Yes,Yes but only for accuracy target,40,0,Other,Didn't realize most efficient clicking method until halfway through,Yes,100,400,300,500,600,800,900,50,100,175,150,200,800,900,5.721,,11.453,,
2025-04-28 15:01:05,True,2,lenient,4,4,2,20,20,1,Female,Asian,,2006,"200,000 and over",No,Yes for both targets.,All,1,,,Yes,100,100,100,100,100,100,150,100,100,100,100,100,100,100,22.224,,25.175,,
2025-04-28 15:22:45,True,4,lenient,4,4,0,12,12,0,Non-binary,Other,,,,No,Yes but only for accuracy target,25,1-2,Did not care about target(s),,,100,150,200,225,250,175,300,10,15,20,22,27,20,40,19.155,,,,24.143
2025-04-28 16:28:03,True,4,lenient,3,3,0,24,24,0,Male,Asian,,2005,"0 - 24,999",Yes,Yes for both targets.,5,4,,,,18,7,10,13,5,5,15,7,5,3,5,5,5,4,8.098,,,,14.081
2025-04-28 17:17:04,True,3,strict,4,4,0,23,23,1,Female,White,,2006,"0 - 24,999",No,Yes for both targets.,all of them,0,,,No,200,500,600,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,114313.983,,,32.901,
2025-04-28 19:55:14,True,3,lenient,3,3,0,23,22,2,Male,Black,,2004,"200,000 and over",No,Yes for both targets.,45,0,,,Yes,200,500,500,500,500,600,1000,50,75,100,100,75,250,500,10.299,,,29.906,
2025-04-28 20:00:40,True,1,strict,4,4,0,24,24,4,Male,White,,2004,"200,000 and over",No,,"As many as possible ","As few as possible ",,,,,,,,,,1000,,,,,,,1000,35.776,10.405,,,
2025-04-28 20:11:27,True,3,strict,5,5,0,25,25,0,Female,Asian,,2004,"200,000 and over",No,Yes for both targets.,40,0,,,Yes,,,,,,,,,,,,,,,4.872,,,17.416,
2025-04-28 21:45:58,True,4,strict,6,6,0,30,30,0,Male,Hispanic,,2005,"120,000 - 199,999",Yes,Yes for both targets.,40,3,,,,0,1000,1000,1000,1000,1000,1000,0,0,0,1000,1000,1000,1000,3.074,,,,17.317
2025-04-29 09:10:26,True,3,strict,4,4,0,27,27,0,Male,Black,,2005,"50,000 - 74,999",No,Yes for both targets.,As many as possible,Zero,,,No,,,,,,,,,,,,,,,18.519,,,31.076,
2025-04-29 09:11:39,True,2,lenient,5,5,0,23,23,1,Female,Hispanic,,2006,"200,000 and over",Yes,Yes but only for accuracy target,35,0,Too difficult to achieve target(s),,Yes,0,0,0,0,0,100,100,0,0,0,0,5,10,20,37.125,,57.232,,
2025-04-29 09:11:52,True,1,strict,6,6,0,26,26,2,Female,Asian,,2006,"200,000 and over",No,,30,5,,,,0,0,0,0,0,0,50,5,3,12,20,15,30,50,5.149,2.706,,,
2025-04-29 10:10:40,True,4,lenient,4,4,0,26,26,0,Male,Asian,,2004,"75,000 - 119,999",No,Yes but only for accuracy target,35,0,Too difficult to achieve target(s),,,,,,,,,,,,,,,,,3.333,,,,37.272
2025-04-29 10:29:10,True,3,strict,6,6,4,27,23,5,Female,Other,Indian,2006,"200,000 and over",No,Yes but only for accuracy target,21,5,Too difficult to achieve target(s),,Yes,0,20,20,50,40,50,50,5,5,15,10,15,15,20,19.588,,,39.521,
2025-04-29 10:33:42,True,2,lenient,6,6,0,32,32,0,Male,Asian,,2005,"200,000 and over",Yes,Yes but only for accuracy target,40 sets,0 mistakes,Too difficult to understand/ recall target(s),,No,50,100,500,700,800,900,1000,1000,1000,1000,1000,1000,1000,1000,10.883,,29.207,,
2025-04-29 10:39:28,True,2,strict,4,4,0,24,24,0,Female,Asian,,2006,"200,000 and over",No,Yes for both targets.,45,0,,,Yes,0,0,0,0,0,500,500,0,0,0,0,400,400,400,7.573,,16.707,,
2025-04-29 11:29:56,True,2,lenient,7,7,0,36,36,0,Male,Asian,,2003,"200,000 and over",No,Yes for both targets.,As many as possible.,None.,,,No,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2.836,,6.336,,
2025-04-29 12:23:05,True,4,strict,5,4,1,25,24,2,Male,Black,,2005,"0 - 24,999",Yes,Yes but only for accuracy target,20,0,"Too difficult to understand/ recall target(s),Did not care about target(s)",,,250,500,750,750,1000,1000,1000,500,750,750,1000,1000,1000,1000,35.81,,,,28.069
2025-04-29 12:53:57,True,4,lenient,6,6,0,32,32,0,Male,White,,2004,"200,000 and over",Yes,Yes but only for accuracy target,45,0,Too difficult to achieve target(s),,,100,100,100,150,150,200,500,100,200,200,300,500,550,650,38.983,,,,53.606
2025-04-29 13:41:59,True,4,lenient,3,3,1,25,22,11,Male,White,,2006,"200,000 and over",No,Yes but only for accuracy target,30,5,"Too difficult to achieve target(s),Too difficult to understand/ recall target(s)",,,,,,,,,,,,,,,,,20.327,,,,34.008
2025-04-29 14:57:53,True,1,strict,4,4,0,23,23,1,Female,Hispanic,,2006,"200,000 and over",No,,All,0,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1.797,1.692,,,
2025-04-29 15:04:53,True,2,lenient,5,5,0,28,28,0,Male,Other,mix asian/white,2004,,Yes,Yes for both targets.,as many as possible 35,0,,,Yes,0,1,1,1,1,2,20,50,25,100,100,70,90,200,21.808,,21.516,,
2025-04-29 15:10:35,True,1,strict,4,4,1,24,24,1,Female,Other,,2023,,Yes,,as many as possible,0,,,,0,0,1000,1000,1000,1000,1000,0,0,0,1000,1000,1000,1000,138.501,1.094,,,
2025-04-29 15:16:36,True,1,strict,6,6,0,32,32,1,Male,Asian,,2005,"50,000 - 74,999",No,,36,0,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,3.165,2.231,,,
2025-04-29 16:11:40,True,1,strict,5,5,0,30,30,0,Female,Asian,,2003,"200,000 and over",No,,I didn't have an aim,No mistakes,,,,0,0,0,0,100,100,100,0,0,0,0,0,0,0,22.562,5.274,,,
2025-04-29 16:34:12,True,4,lenient,4,4,0,20,20,0,Male,,,,,,,,,,,,,,,,,,,,,,,,,,22.009,,,,14.629
2025-04-29 16:52:32,True,3,lenient,5,5,0,32,32,2,Male,Hispanic,,2005,"120,000 - 199,999",Yes,Yes for both targets.,I aim to complete 10+ sets.,I limit myself to 2 mistakes.,,,Yes,5,20,25,15,20,15,10,14,16,22,20,18,24,25,12.273,,,12.206,
2025-04-29 16:57:18,True,2,lenient,4,4,0,19,19,0,Male,Asian,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,813.992,,
